class,cleaned_comment
0,I bet you smell like Mountain Dew and sweat for two days.
0,I bet you have a number shower for two days.
0,"Number shower for two days, I bet you smell like Mountain Dew and sweat."
0,"If you put your mic closer to you, you'll sound better."
0,Get your mic close to you and you'll sound good.
0,Put your mic closer to you and you'll sound better.
0,A machine would recognize that shit.
0,That shit would be recognized by a machine.
0,A machine would recognize that.
0,The number body can change their sex.
0,"Number body can change their sex, but not their gender."
0,Number body can change their sex but not their gender.
0,Poor act try harder next time.
0,Good story but poor act will try harder next time.
0,Poor act will try harder next time.
0,Next on the list is to pierce your face.
0,Next on your list is a piercing.
0,You should pierce your face with a katana.
0,"A person in my son's school did a talk about the condition and introduced a picture of my son's dog who is also on the spectrum, I found it interesting that my son is also on the spectrum."
0,A person in my son's school did a talk about the condition and introduced a picture of my son's dog who is also on the spectrum.
0,"A person in my son's school did a talk about the condition and introduced a picture of my son's dog who is also on the spectrum, I found it interesting that my son's dog is also on the spectrum."
0,My smile is happy.
0,My smile makes me happy.
0,My smile is very happy.
0,What was cool was that my grandma had a roommate who was a drag queen.
0,What was cool was that my grandma's roommate was a drag queen.
0,My grandma had a roommate who was a drag queen and I had drag queen knowledge.
0,I would like to ask her to define it as a date try.
0,I would like to ask her if it is a date try.
0,Asking her to define it as a date try is my favorite way to do it.
0,It is hard to talk to my cousin because he is sensitive to loud noise but he still loves me because I am his favorite person besides his mother.
0,It is hard to talk to my cousin because he is sensitive to loud noise but he still loves me because he thinks of me as his favorite person.
0,It is hard to talk to my cousin because he is sensitive to loud noise but he still loves me because he thinks of me as one of his favorite people.
0,I love my car and it makes me feel complete.
0,"I love my car, it is fast, and it makes me feel complete."
0,"I love my car, it's fast, and it makes me feel complete."
0,"My best friend is a Muslim, and he is the best man in the world."
0,My best friend is a Muslim and he is the best man in the world.
0,The best man in the world is my Muslim friend.
0,Thank you for speaking your truth.
0,"Thank you for your courage, keep speaking your truth."
0,"Thanks for your courage, keep speaking your truth."
0,It will be a big change to move from France to Spain.
0,It will be a big change moving from France to Spain.
0,It will be a big change from France to Spain.
0,"I don't care if you try to fuck with my brain, I will stand strong."
0,"Maybe I'm crazy, but I don't care if you try to fuck with my brain."
0,"I do not care if you try to fuck with my brain, I will stand strong."
0,This post is about love pain.
0,This is a post about love pain.
0,This post has masterful love pain.
0,I like the videos.
0,I love the videos.
